	polarity	text	category	aspect term
1021	 positive positive	everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.	 laptop os	;system
1022	 negative	Not working = bad	 laptop	null
1023	 negative negative	"I spent 2200 dollars on a ""top of the line laptop""."	 price laptop	null
1024	 negative	I got the blue screen of death the first month I got it.	 laptop	null
1025	 negative negative	"1) Payed $2200 for a ""premium"" laptop"	 price laptop	null
1026	 negative negative	2) Blue screen first month	 laptop laptop	null
1027	 negative	3) Horrible customer support-they lost my laptop for a month-got it back 3 months later	 service	;customer support
1028	 negative	4) Laptop still did not work, blue screen within a week...	 service	;work;screen
1029	 negative	5) Cut my losses and sold it for parts	 laptop	null
1030	 negative	"this company truely does make horrible products and doesnt seem to because they are certain things like this ""never"" happen..."	 laptop	null
1031	 positive positive	what an elegant, wonderful machine.	 laptop laptop	null
1032	 positive positive	I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.	 laptop laptop	null
1033	 positive	I really wish I had done this years ago.	 laptop	null
1034	 positive positive	Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.	 laptop laptop	;syncing
1035	 positive	I love it - never had a computer I was so impressed with - and I've had a lot of laptops and desktops - this one is FAR AND ABOVE THE BEST ONE I EVER HAD BEFORE.	 laptop	null
1036	 negative	I tell everyone that I know, friends, family and enemies this is the absolute worst computer i have ever used.	 laptop	null
1037	 negative	The computer blinks it shuts off at will.	 laptop	null
1038	 negative	The letter A stopped working after the first week.	 keyboard	null
1039	 negative	when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.	 service	;return policy
1040	 negative negative	so the fact that the computer does not work on the 24 twenty fourth day is my fault.	 service laptop	null
1041	 negative	they have done absolutely nothing to fix the computer problem.	 service	null
1042	 negative	they have not sent a new one nor called.	 service	null
1043	 neutral negative	i spent eight hundred dollars from a giant paper weight that looks good on a bus.	 laptop price	;weight
1044	 negative	then on top of it all their cusromer service center is in the middle east.	 service	;cusromer service center
1045	 negative	So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.	 service	null
1046	 negative	Then to make matters worst, there is noone that they can transfer you to.	 service	null
1047	 negative	I had this computer for one month and had to send it in for repair.	 laptop	null
1048	 negative	Got the computer back a month later and it was still broken sent it out again and they repaired it.	 service	null
1049	 negative	3 weeks went by and the computer keeps crashing and will not open any applications.	 service	;applications
1050	 negative negative	DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.	 service laptop	;warranty company
1051	 negative	YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.	 service	;american warranty service
1052	 negative	COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.	 laptop	null
1053	 positive	I have had this laptop for a few months now and i would say im pretty satisfied.	 laptop	null
1054	 negative	The only problems are the sound isnt very loud I have to wear headphones.	 laptop	;sound
1055	 negative negative	Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.	 mouse service	;left mouse key
1056	 negative	That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.	 service	;mouse
1057	 negative	It took a little over 2 weeks until i got it back.	 service	null
1058	 negative	ANd I babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.	 mouse	;click
1059	 negative	To be honest i think it was faulty equipment or something but idk.	 laptop	null
1060	 positive	The graphics are great.	 graphics	;graphics
1061	 positive positive	The internet speed is spectacular.	 laptop laptop	;internet speed
1062	 negative	The battery life is probably an hour at best.	 battery	;battery life
1063	 negative	Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.	 software	;word;product key;word processer
1064	 positive positive	I would recommend it just because of the internet speed probably because thats the only thing i really care about.	 laptop laptop	;internet speed
1065	 negative negative	I wish the volume could be louder and the mouse didnt break after only a month.	 laptop mouse	;volume;mouse
1066	 negative	I received this laptop as a gift and let me just tell you that its the worst.	 laptop	null
1067	 negative negative	At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.	 hardware service	;system board
1068	 negative	This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.	 laptop	;games;games
1069	 negative	Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.	 laptop	;recovery cd;cost
1070	 negative	the whole experiece is horrible so save up and buy a better laptop.	 laptop	null
1071	 negative	I bought a HP Pavilion DV4-1222nr laptop and have had so many problems with the computer.	 laptop	null
1072	 negative	The computer is so slow, even after paying staples the extra money to speed it up.	 laptop	;speed
1073	 negative	They said it was a computer error on this type of computer.	 laptop	null
1074	 negative	Also, I have alot of trouble with it getting very hot, and not even sitting on anything to make it hot.	 laptop	null
1075	 negative	When the computer has been on for several minutes, it will occasionaly just go off by itself.	 laptop	null
1076	 negative	Also, the battery does not last very long at all.	 battery	;battery
1077	 negative	I would recommend not buying this product.	 laptop	null
1078	 negative	I have had no luck with staples or HP to resolve this problem.	 service	null
1079	 negative	I am stuck with a laptop that I cannot do very much with.	 laptop	null
1080	 negative	Also, I have had alot of trouble with the keys sticking and will not type correctly.	 keyboard	;keys
1081	 negative	Also, I have had alot of trouble with the shift key to go to other lines.	 keyboard	;shift key
1082	 negative negative	It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.	 keyboard keyboard	null
1083	 negative	Sometimes the screen even goes black on this computer.	 display	;screen
1084	 negative	Will probably never buy a HP again.	 laptop	null
1085	 negative negative	Purchased a Toshiba Lap top it worked good until just after the warrenty went out.	 laptop laptop	;warrenty
1086	 negative negative	After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.	 harddisk service	;warrenty;hard drive;cost
1087	 negative	I hate it.	 laptop	null
1088	 negative	I have had the luxury (sarcasm) of owning 2 of these laptops.	 laptop	null
1089	 negative	The first fell apart right after the 1-year-warranty.	 laptop	;warranty
1090	 negative	During that time, I had to send it back 3 times.	 laptop	null
1091	 negative negative negative	I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.	 laptop laptop price	;bells
1092	 negative	None of the techs at HP knew what they were doing.	 service	;techs
1093	 negative	They would repair one thing, send it back and it would still have the same problem.	 service	null
1094	 negative negative negative	The processor went on me, the fan went and the motherboard went.	 hardware laptop hardware	;processor;fan;motherboard
1095	 negative negative	I wanted to purchase the extended warranty and they refused, because they knew it was trouble.	 service laptop	;extended warranty
1096	 negative	I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.	 service	;warranty
1097	 neutral	I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.	 service	;extended warranty
1098	 negative	I sent it back AND THEY LOST IT.	 service	null
1099	 negative	I waited and waited and no laptop.	 service	null
1100	 negative	Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box.	 service	null
1101	 negative	"I waited another month for approval and for them to ""BUILD"" me a new laptop."	 service	null
1102	 negative	Here we are another year later and the computer is doing the same thing.	 service	null
1103	 negative	HP didn't fix it.	 service	null
1104	 negative	I swear they design these things to go to crap after a year so you are stuck and have to buy a new one.	 laptop	;design
1105	 negative	in 5 months the connect quality got worse and worse.	 laptop	;connect quality
1106	 negative	1st time they got it working the next 5 month they had me send it in.	 service	null
1107	 negative	returned it.	 laptop	null
1108	 negative	5 months dead again.	 laptop	null
1109	 negative	They say sorry out of warranty.	 service	;warranty
1110	 negative	Summary: They played games with me for the warranty period.	 service	;warranty period
1111	 negative	Now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine.	 service	null
1112	 negative	They had me send in the machine last April returned it to me in May with no documentation on what was done it anything.	 service	;documentation
1113	 negative negative	Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.	 laptop service	;connection card;warranty
1114	 negative	So buyer beware when buying Toshiba	 laptop	null
1115	 positive negative	They are wonderful, but very dangerous when it comes to emitting heat.	 laptop laptop	null
1116	 negative	I burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee table, so I can place it there.	 laptop	null
1117	 negative	I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.	 service	;diagnostics
1118	 negative	For my burn thigh which has put a permanent mark on my skin (it happened 7 months ago) they offered me an ITouch 8Gig (you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their product line as a gift for events like this).	 laptop	;customer;product line
1119	 negative	Steve Jobs, probably needs help and donations, and cannot afford a reasonable offers for people that truly are trying to support his baby.	 laptop	;donations
1120	 negative	The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.	 laptop	;customer
1121	 neutral	I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.	 laptop	;cd drive
1122	 negative	Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.	 harddisk	;hard drive
1123	 positive	So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.	 service	;customer support;safety feature;performance
1124	 neutral	Also the speakers are not very loud, But it is a netbook.	 laptop	;speakers
1125	 positive	Would HIGHLY recommend this netbook though.	 laptop	null
1126	 negative	I custom ordered the machine from HP and could NOT understand the techie due to his accent.	 service	null
1127	 negative	The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.	 laptop	null
1128	 negative negative	My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.	 laptop price	;cost
1129	 negative	Although my model was listed as recalled, HP denied my claim.	 service	null
1130	 negative negative	This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...	 laptop laptop	null
1131	 negative neutral negative	"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often....."	 software laptop laptop	;software;software
1132	 negative	If you shop around in the current market you can find a much better deal.	 laptop	;deal
1133	 positive negative	The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.	 service laptop	null
1134	 negative negative	Unable to boot up this brand new laptop.	 laptop laptop	;boot up
1135	 negative	Spent 2 hours on phone with HP Technical Support.	 service	;hp technical support
1136	 negative	They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.	 service	;components;battery;hard disk
1137	 neutral	They are asking me to ship the unit back to fix it at their site.	 service	null
1138	 negative	I am going to go back and return at Store I bought from!	 laptop	null
1139	 positive	This computer had exactly the specifications I needed.	 laptop	;specifications
1140	 positive positive positive	Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.	 laptop weight laptop	;light
1141	 positive	The perfect notebook...	 laptop	null
1142	 negative	When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.	 laptop	;software;recharge;system
1143	 negative	The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.	 laptop	;boot;acer screen;usb port
1144	 negative	"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting."	 service	;tech support;software;software;booting
1145	 negative	"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!"	 service	;bios;bios
1146	 negative	Needless to say a PC that can't support a cell phone is less than useless!	 laptop	null
1147	 negative negative	With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.	 service laptop	;staff;answering thephone
1148	 negative	I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.	 service	;asus tech support
1149	 negative negative	Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.	 hardware hardware	;power adapter
1150	 negative	But no one could tell me when my part would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!	 service	null
1151	 negative	Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.	 service	null
1152	 negative	This was the 3rd day and part still had not been shipped.	 service	null
1153	 negative	The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.	 service	null
1154	 negative	I'm tired of the inept service.	 service	;service
1155	 negative	If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!	 laptop	null
1156	 negative	Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.	 hardware	;power supply;attachment
1157	 negative	I'M REALLY FRUSTRATED BY THIS EXPERIENCE.	 laptop	null
1158	 negative	HOW DOES THE POWER SUPPLY NOT WORK!!!	 hardware	;power supply
1159	 positive	Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.	 laptop	null
1160	 positive positive	I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.	 laptop laptop	null
1161	 positive positive	It pretty much does everything we could ever need, and looks great to boot.	 laptop laptop	;boot
1162	 positive positive	Apple is always great about the aesthetics of things, they always come up with good looking products.	 laptop laptop	;aesthetics;products
1163	 positive positive	It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.	 software laptop	;programs;navigation;functions
1164	 positive	So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook for all your needs!	 laptop	;theapple
1165	 positive positive	It's great and we will always stick with Apple computers, we have been so happy with them.	 laptop laptop	null
1166	 positive positive positive	"The 13"" MacBook Pro is portable, durable, and very capable."	 laptop weight laptop	null
1167	 positive positive	It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.	 battery laptop	;battery life;web browsing;word editing;gaming;battery life
1168	 positive	It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb.	 laptop	;power
1169	 positive positive	It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.	 graphics laptop	;graphics;starcraft ii;graphics
1170	 positive positive	The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.	 os mouse	;operating system;user interface;touch track pad
1171	 positive positive	However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).	 mouse mouse	;tracking area;external mouse;gaming
1172	 positive	Still, this laptop is perfect for all day use at school and work.	 laptop	null
1173	 positive	They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).	 laptop	;service life
1174	 negative	Probbly the worst decision we ever made!	 laptop	null
1175	 negative negative	It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!	 keyboard harddisk	;touch control buttons;keyboard
1176	 positive negative	pretty much everything else about the computer is good it just stops working out of no were.	 laptop laptop	null
1177	 positive	i love the size of the computer since i play games on it.	 laptop	;size;games
1178	 positive	i also love having the extra calculator number set up on the keyboard which most laptops do not have.	 keyboard	;keyboard
1179	 negative negative	also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.	 keyboard keyboard	;keyboard;keyboard
1180	 negative	So i would not reccomend anyone buying this computer	 laptop	null
1181	 negative	First, it does not have a push button to open the lid.	 laptop	;push button;lid
1182	 neutral	It is held in place magnetically.	 laptop	null
1183	 neutral negative	There is a little indent to help open it - but good luck with that.	 laptop laptop	null
1184	 negative	Once open, the leading edge is razor sharp.	 laptop	null
1185	 negative negative	This is the complete opposite to an ergonomic design.	 laptop laptop	;design
1186	 negative	Using this machine is like a mild form of torture.	 laptop	null
1187	 negative	The much lauded combined touch pad and clicker is a nightmare.	 mouse	;combined touch pad
1188	 negative negative	I lost two items I was working on until I figured out what was happening.	 mouse mouse	null
1189	 negative	Also, the space bar makes a noisy click every time you use it.	 keyboard	;space bar
1190	 negative	I hate to say this, but if I could take this back to the shop and get my money back, then I would.	 laptop	null
1191	 negative neutral	It is absolutely horrible to use, despite all its so called advanced features.	 laptop laptop	;use;features
1192	 negative negative	I regret buying it before understanding how awful it is to use.	 laptop laptop	;use
1193	 negative	It's a bummer and one out of five is being kind.	 laptop	null
1194	 negative	My Mac has gone from being a trusted friend to an adversary.	 laptop	null
1195	 negative	In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.	 laptop	;hard disc
1196	 neutral	But the screen size is not that bad for email and web browsing.	 display	;screen size;web browsing
1197	 positive	I like this machine because its very lightweight...	 laptop	null
1198	 positive positive	very convenient when you travel and the battery life is excellent...	 battery weight	;battery life
1199	 positive	10 hours of battery life is really something else....	 battery	;battery life
1200	 positive	I highly recommend that you buy this product.	 laptop	null
1201	 negative	It crashes, and when it goes flat, it just DIES (like a PC, maybe worse) and I loose all my open documents!	 laptop	null
1202	 negative	I Hate it!	 laptop	null
1203	 positive	It is the easiest computer I have ever used	 laptop	null
1204	 positive	I LOVE IT!	 laptop	null
1205	 positive	I can't say enough good for it!	 laptop	null
1206	 positive	It's A MAC!!	 laptop	null
1207	 positive	"I fine Apple MC373LL/A 2.66GHz 15"" Macboook Pro Notebook meets all my needs for a laptop computer when on the go."	 laptop	;apple mc373ll
1208	 positive	I like to use it at the race track to handiecap the horse races.	 laptop	null
1209	 positive	It's face and depanable.	 laptop	null
1210	 positive	As a graphic arts a retired instructor I still love to play with the graphic with photos and clip art .....	 laptop	;photos
1211	 positive	it's just a great toy to have around.	 laptop	null
1212	 negative	very very slow laptop.	 laptop	null
1213	 negative negative	tons of bloatware and junk programs.	 laptop software	;bloatware;programs
1214	 negative negative	can't reinstall with standard os cd because of proprietary hardware drivers.	 laptop software	;os cd;hardware drivers
1215	 negative negative	keys are all in weird places and is way too large for the way it is designed.	 keyboard laptop	;keys
1216	 negative neutral	lots of extra space but the keyboard is ridiculously small.	 keyboard laptop	;keyboard
1217	 positive	Amazing machine.	 laptop	null
1218	 neutral	"It is a big big, but since it has a 18.4"" screen what would you expect!"	 laptop	null
1219	 positive	It is truly a Desktop Replacement.	 laptop	null
1220	 positive	Very fast and efficient!	 laptop	null
1221	 positive	Does a great job with video shot on a Canon 5D MKII.	 laptop	null
1222	 positive positive	Very happy with my 7th Toshiba laptop!	 laptop laptop	null
1223	 positive	The touchpad is very intuitive, so much so that I never want to use buttons to click again!	 mouse	;touchpad;buttons
1224	 positive positive	Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.	 software laptop	;software packages;iwork;garageband;imovie
1225	 positive	I especially appreciate the fact that it has almost zero viruses and spyware problems!	 laptop	;spyware
1226	 negative	The only drawback for me is how dirty the screen gets, and rather quickly too.	 display	;screen
1227	 positive	I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.	 laptop	;windows 7;vmware program
1228	 positive positive positive	Now I have the best of both worlds with all of the power and ease of the Mac!	 laptop laptop laptop	;power
1229	 positive	"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!"	 laptop	;hd monitor;screen
1230	 negative	I never have had a good result with this computer.	 laptop	null
1231	 negative	I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.	 laptop	;warrenty
1232	 negative	They told me it was my loss even though it was the computer, not  what I've done.	 service	null
1233	 negative negative	The hard drive crashed as well, and I had to buy a new  power cord.	 harddisk hardware	;hard drive;power cord
1234	 negative	They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life.	 service	null
1235	 negative negative	I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth.	 laptop laptop	null
1236	 negative	I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.	 laptop	null
1237	 negative negative	The right speaker did not work.	 laptop laptop	;right speaker
1238	 negative negative	Again, the same problem, the right speaker did not work.	 laptop laptop	;right speaker
1239	 negative	I returned the 2nd laptop for a full refund.	 laptop	null
1240	 negative	the mouse pad and buttons are the worst i've ever seen.	 mouse	;mouse pad;buttons
1241	 negative	sometimes you will be moving your finger and the pointer will not even move.	 mouse	;pointer
1242	 negative	the mouse buttons are hard to push.	 mouse	;mouse buttons
1243	 negative negative	i cant believe HP put this out.	 laptop laptop	null
1244	 negative	do not buy you will be disappointed.	 laptop	null
1245	 negative	i'm returning mine	 laptop	null
1246	 neutral	dell is a decently made pc.	 laptop	null
1247	 negative negative negative	the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.	 graphics laptop laptop	;graphics;wireless switch
1248	 negative negative	with the switch being at the top you need to memorize the key combination rather than just flicking a switch.	 laptop laptop	;switch
1249	 negative	so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.	 laptop	;setup
1250	 positive positive	I love HP,, it's the only computer/printer we will buy.	 laptop laptop	null
1251	 positive	This is perfect for her field.	 laptop	null
1252	 positive	At first when I got this product, I loved it.	 laptop	null
1253	 positive positive	The computer itself was fast, ran smoothly, and had no problems.	 laptop laptop	;ran
1254	 negative	Then, within 5 months, the charger crapped out on me.	 hardware	;charger
1255	 negative	So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.	 service	;warranty
1256	 negative	2 months later, the battery went.	 battery	;battery
1257	 negative negative	They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.	 battery service	;battery
1258	 negative	THEN, one month after the warranty expired, the replacement charger went.	 hardware	;warranty;replacement charger
1259	 negative	I had to pay $100 for a universal charger for this cheap $300 laptop.	 laptop	null
1260	 negative	Not worth it one bit.	 laptop	null
1261	 negative negative negative	The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.	 laptop laptop service	;accessories
1262	 negative positive	Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.	 display price	;screen
1263	 negative	Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.	 laptop	;screen;screen
1264	 negative	And it is impossible to get them back in.	 laptop	null
1265	 positive	Strengths:Well-shaped	 laptop	null
1266	 negative	Weaknesses:A bad videocard!	 graphics	null
1267	 negative	After 20-30 min the screen of the notebook switched off.	 display	;screen
1268	 negative	It was still working, but there was nothing on the screen.	 display	;screen
1269	 negative	I was said it's videocard.	 graphics	null
1270	 negative	Very disappointed!	 laptop	null
1271	 negative	Didn't expect to repair it at once!	 laptop	null
1272	 negative	Don't buy this model.	 laptop	null
1273	 negative	An absolutely hateful machine that no one should get of their own free will.	 laptop	null
1274	 negative negative	Mine came at $1,700 w/o a DVD burner (!).	 laptop price	;dvd burner
1275	 negative	The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.	 display	;screen;screen size;bulk
1276	 positive negative negative	The 4 USB ports are nice, but the two on the side only work now and then.	 laptop hardware hardware	;usb ports
1277	 negative	Keyboard could use some trimming.	 keyboard	;keyboard
1278	 negative negative negative	Did I mention everything about it, from size to weight to keyboard screams BULK?	 keyboard laptop laptop	;weight;keyboard
1279	 positive	I'm glad I made the choice to switch and buy this MAC.	 laptop	null
1280	 positive	The benefits were immediate!	 laptop	;benefits
1281	 positive	Awesome graphics!	 graphics	;graphics
1282	 positive	The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!	 hardware	;magnetic plug;power;power cord
1283	 positive negative	This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!	 laptop laptop	;solidworks cad
1284	 positive	I've saved a lot of time and headaches so far, using my new MacBook Pro.	 laptop	null
1285	 positive positive positive	I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.	 laptop laptop laptop	null
1286	 positive	I especially like the backlit keyboard.	 keyboard	;backlit keyboard
1287	 positive	It makes doing schoolwork at night so much easier.	 laptop	null
1288	 positive positive	It is also very lightweight, making transporting this computer very easy.	 laptop weight	null
1289	 positive	The graphics on this computer are also stellar - very clear and vivid.	 graphics	;graphics
1290	 positive positive	I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.	 software software	;program
1291	 positive	The program came with the computer and works beautifully.	 software	;program;works
1292	 positive positive	I definitely will buy a Mac again if and when this computer ever fails.	 laptop laptop	null
1293	 negative	My hp G60-244dx died after only 16 months.	 laptop	null
1294	 negative	It started out getting hot after only a few months.	 laptop	null
1295	 negative	At 16 months it started shutting off after only 5 or 10 minutes.	 laptop	null
1296	 negative	I use a cooling pad but it doesn't help.	 laptop	;cooling pad
1297	 negative	I took it to the shop and they said It would cost too much to repair it.	 service	;cost
1298	 positive	I will have to say that I love my MacBook Pro!	 laptop	null
1299	 positive	It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.	 laptop	null
1300	 positive	This is now my 3rd MacBook Pro and I really honestly love it!	 laptop	null
1301	 positive positive	The MacBook Pro is very sturdy and versatile.	 laptop laptop	null
1302	 positive	I love it!	 laptop	null
1303	 positive	I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!	 laptop	;features;ichat;photobooth garage band
1304	 positive	We are addicted to the Mac.	 laptop	null
1305	 positive	This is a great laptop and I would recommend it to anyone.	 laptop	null
1306	 positive	The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!	 os	;os;windows user
1307	 positive positive	Great laptop that offers many great features!	 laptop laptop	;features
1308	 positive positive	Lightweight and the screen is beautiful!	 display laptop	;screen
1309	 positive positive	It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.	 laptop laptop	;operate;software
1310	 positive	Buy it, love it, and I promise you won't regret it.	 laptop	null
1311	 negative	This computer is good for 10 days then it sucks for the rest of your life.	 laptop	null
1312	 negative	You will regret it if you buy any dell.	 laptop	null
1313	 negative	Dell sucks	 laptop	null
1314	 negative positive	The only pro to this computer is it was under $600!	 laptop price	null
1315	 negative	Everything is falling apart internally and externally.	 laptop	null
1316	 negative negative	With in weeks of purchasing my computer is began to slow down.	 laptop laptop	null
1317	 negative	I am constantly trying to uninstall programs, clean cookies, and delete unused files.	 laptop	;programs
1318	 negative	Nightly my computer defrags itself and runs a virus scan.	 laptop	;virus scan
1319	 negative	More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.	 laptop	;screen;internet connection
1320	 negative	It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.	 laptop	;browser;reopening
1321	 negative negative	I have Vista, so I am unable to install and uninstall  some programs.	 os laptop	;vista;programs
1322	 negative negative	I can't even install one of the 3 printers I have in my house so I am unable to print.	 laptop laptop	null
1323	 negative negative negative	Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.	 keyboard mouse display	;keys;keyboard;paint;button;mouse pad;screen
1324	 negative	In short I would never buy a Compaq again.	 laptop	null
1325	 positive	I bought this laptop on Saturday and am completely in love with it!	 laptop	null
1326	 positive	It was super easy to set up and Is really easy to get used to.	 laptop	;set up
1327	 positive	The online tutorial videos make it super easy to learn if you have always used a PC.	 laptop	null
1328	 positive	The performance is awesome.	 laptop	;performance
1329	 positive positive	I will never complain about the price since I believe you get what you pay for and my MacBook Pro was worth every dollar.	 laptop price	;price
1330	 positive positive	With all the goodies inside this machine, it is a value.	 laptop laptop	;value
1331	 positive	It is very well built.	 laptop	;built
1332	 positive	The keyboard is top notch.	 keyboard	;keyboard
1333	 positive	The touch pad is among the best.	 mouse	;touch pad
1334	 negative positive	The screen is huge and coloful, but no LED backlighting.	 display display	;screen;led backlighting
